1535;Выдача задания и разрешения на проведение работ по сохранению объекта культурного наследия местного (муниципального) значения, включенного в единый государственный реестр объектов культурного наследия (памятников истории и культуры) народов Российской Федерации;Муниципальный;Управление культуры и молодежной политики администрации города Новокузнецка;1
1536;Выдача разрешений на выполнение авиационных работ, парашютных прыжков, демонстрационных полетов воздушных судов, полетов беспилотных воздушных судов (за исключением полетов беспилотных воздушных судов с максимальной взлетной массой менее 0,25 кг), подъемов привязных аэростатов над территорией Анжеро-Судженского городского округа, а также посадка (взлет) на расположенные в границах Анжеро-Судженского городского округа площадки, сведения о которых не опубликованы в документах аэронавигационной информации;Муниципальный;#N/A;3
1537;Передача принадлежащего гражданам на праве собственности жилого помещения в муниципальную собственность;Муниципальный;Комитет по управлению муниципальным имуществом Юргинского муниципального округа;3
1538;Передача принадлежащего гражданам на праве собственности жилого помещения в муниципальную собственность;Муниципальный;Комитет по управлению муниципальным имуществом Киселевского городского округа;3
1539;Передача принадлежащего гражданам на праве собственности жилого помещения в муниципальную собственность;Муниципальный;Комитет по управлению муниципальным имуществом Чебулинского муниципального района;3
1540;Передача принадлежащего гражданам на праве собственности жилого помещения в муниципальную собственность;Муниципальный;КУМИ АНМО;3
1541;Передача принадлежащего гражданам на праве собственности жилого помещения в муниципальную собственность;Муниципальный;Управление архитектуры, контроля строительства и жилья администрации Ленинск-Кузнецкого муниципального округа;3
1542;Психологическая поддержка безработных граждан;Региональный;Министерство труда и занятости населения Кузбасса;3
1543;Содействие самозанятости безработных граждан;Региональный;Министерство труда и занятости населения Кузбасса;3
1544;Содействие безработным гражданам в переезде и безработным гражданам и членам их семей в переселении в другую местность для трудоустройства по направлению органов службы занятости;Региональный;Министерство труда и занятости населения Кузбасса;3
1545;Организация сопровождения при содействии занятости инвалидов;Региональный;Министерство труда и занятости населения Кузбасса;3
1546;Содействие гражданам в поиске подходящей работы;Региональный;Министерство труда и занятости населения Кузбасса;5
1547;Профессиональное обучение и дополнительное профессиональное образование безработных граждан, включая обучение в другой местности;Региональный;Министерство труда и занятости населения Кузбасса;5
1548;Организация профессиональной ориентации граждан в целях выбора сферы деятельности (профессии), трудоустройства, прохождения профессионального обучения и получения дополнительного профессионального образования;Региональный;Министерство труда и занятости населения Кузбасса;5
1549;Социальная адаптация безработных граждан на рынке труда;Региональный;Министерство труда и занятости населения Кузбасса;2
1550;Предоставление жилого помещения по договору социального найма или в собственность бесплатно;Муниципальный;МКУ «ЦЖ и ЗИО»;2
1551;Предоставление жилого помещения по договору социального найма или в собственность бесплатно;Муниципальный;Отдел по учету и распределению жилья администрации Осинниковского городского округа;2
1552;Предоставление жилого помещения по договору социального найма или в собственность бесплатно;Муниципальный;Управление имущественных отношений администрации Яшкинского муниципального округа;2
1553;Предоставление жилого помещения по договору социального найма или в собственность бесплатно;Муниципальный;Отдел строительства и жилищной политики администрации Тисульского муниципального округа;3
1554;Предоставление жилого помещения по договору социального найма или в собственность бесплатно;Муниципальный;Отдел по жилищным вопросам администрации Мысковского городского округа;3
1555;Предоставление жилого помещения по договору социального найма или в собственность бесплатно;Муниципальный;Комитет по управлению муниципальным имуществом Ижморского муниципального округа;3
1556;Согласование проведения ярмарки;Муниципальный;Администрация Междуреченского городского округа;3
1557;Признание граждан малоимущими в целях предоставления по договорам социального найма жилых помещений муниципального жилищного фонда;Муниципальный;Отдел по жилищным вопросам администрации Мысковского городского округа;3
1558;Предоставление жилого помещения по договору социального найма или в собственность бесплатно;Муниципальный;Отдел по учету, распределению, приватизации и обмену жилья администрации Ленинск-Кузнецкого городского округа;3
1559;Принятие на учет граждан в качестве нуждающихся в жилых помещениях;Муниципальный;Отдел по жилищным вопросам администрации Крапивинского муниципального округа;3
1560;Предоставление жилого помещения по договору социального найма или в собственность бесплатно;Муниципальный;Отдел по учету и распределению жилья администрации Таштагольского муниципального района;3
1561;Предоставление жилого помещения по договору социального найма или в собственность бесплатно;Муниципальный;Управление по жизнеобеспечению и строительству администрации Промышленновского муниципального округа;3
1562;Предоставление жилого помещения по договору социального найма или в собственность бесплатно;Муниципальный;Комитет по управлению муниципальным имуществом администрации Крапивинского муниципального округа;1
1563;Предоставление жилого помещения по договору социального найма или в собственность бесплатно;Муниципальный;Управление городского развития Киселевского городского округа;1
1564;Предоставление жилого помещения по договору социального найма или в собственность бесплатно;Муниципальный;КУМИ Яйского округа;1
1565;Выдача разрешений на выполнение авиационных работ, парашютных прыжков, демонстрационных полетов воздушных судов, полетов беспилотных воздушных судов (за исключением полетов беспилотных воздушных судов с максимальной взлетной массой менее 0,25 кг), подъемов привязных аэростатов над территорией муниципального образования, а также посадка (взлет) на расположенные в границах муниципального образования площадки, сведения о которых не опубликованы в документах аэронавигационной информации;Муниципальный;Отдел ГО и ЧС администрации Яйского муниципального округа;4
1566;Предоставление жилого помещения по договору социального найма или в собственность бесплатно;Муниципальный;Управление муниципальным имуществом Калтанского городского округа;1
1567;Включение молодых семей в состав участников мероприятия по обеспечению жильем молодых семей ведомственной целевой программы «Оказание государственной поддержки гражданам в обеспечении жильем и оплате жилищно-коммунальных услуг» государственной программы Российской Федерации «Обеспечение доступным и комфортным жильем и коммунальными услугами граждан Российской Федерации»;Муниципальный;Отдел по жилищным вопросам администрации Мысковского городского округа;1
1568;Выдача разрешений на выполнение авиационных работ, парашютных прыжков, демонстрационных полетов воздушных судов, полетов беспилотных воздушных судов (за исключением полетов беспилотных воздушных судов с максимальной взлетной массой менее 0,25 кг), подъемов привязных аэростатов над территорией муниципального образования, а также посадка (взлет) на расположенные в границах муниципального образования площадки, сведения о которых не опубликованы в документах аэронавигационной информации;Муниципальный;Управление промышленности транспорта и связи;1
1569;Выдача разрешений на выполнение авиационных работ, парашютных прыжков, демонстрационных полетов воздушных судов, полетов беспилотных воздушных судов (за исключением полетов беспилотных воздушных судов с максимальной взлетной массой менее 0,25 кг), подъемов привязных аэростатов над территорией муниципального образования, а также посадка (взлет) на расположенные в границах муниципального образования площадки, сведения о которых не опубликованы в документах аэронавигационной информации;Муниципальный;Администрация Яшкинского муниципального округа;1
1570;Выдача разрешений на выполнение авиационных работ, парашютных прыжков, демонстрационных полетов воздушных судов, полетов беспилотных воздушных судов (за исключением полетов беспилотных воздушных судов с максимальной взлетной массой менее 0,25 кг), подъемов привязных аэростатов над территорией муниципального образования, а также посадка (взлет) на расположенные в границах муниципального образования площадки, сведения о которых не опубликованы в документах аэронавигационной информации;Муниципальный;Отдел архитектуры и градостроительства администрации Калтанского городского округа;1
1571;Выдача разрешений на выполнение авиационных работ, парашютных прыжков, демонстрационных полетов воздушных судов, полетов беспилотных воздушных судов (за исключением полетов беспилотных воздушных судов с максимальной взлетной массой менее 0,25 кг), подъемов привязных аэростатов над территорией муниципального образования, а также посадка (взлет) на расположенные в границах муниципального образования площадки, сведения о которых не опубликованы в документах аэронавигационной информации;Муниципальный;Управление по капитальному строительству и вопросам жилищно-коммунального хозяйства Полысаевского городского округа;1
1572;Включение молодых семей в состав участников мероприятия по обеспечению жильем молодых семей ведомственной целевой программы «Оказание государственной поддержки гражданам в обеспечении жильем и оплате жилищно-коммунальных услуг» государственной программы Российской Федерации «Обеспечение доступным и комфортным жильем и коммунальными услугами граждан Российской Федерации;Муниципальный;Жилищный отдел администрации Мариинского муниципального округа;1
1573;Выдача разрешений на выполнение авиационных работ, парашютных прыжков, демонстрационных полетов воздушных судов, полетов беспилотных воздушных судов (за исключением полетов беспилотных воздушных судов с максимальной взлетной массой менее 0,25 кг), подъемов привязных аэростатов над территорией муниципального образования, а также посадка (взлет) на расположенные в границах муниципального образования площадки, сведения о которых не опубликованы в документах аэронавигационной информации;Муниципальный;Отдел промышленности, транспорта и связи администрации Киселевского городского округа;1
1574;Выдача разрешений на выполнение авиационных работ, парашютных прыжков, демонстрационных полетов воздушных судов, полетов беспилотных воздушных судов (за исключением полетов беспилотных воздушных судов с максимальной взлетной массой менее 0,25 кг), подъемов привязных аэростатов над территорией муниципального образования, а также посадка (взлет) на расположенные в границах муниципального образования площадки, сведения о которых не опубликованы в документах аэронавигационной информации;Муниципальный;Администрация Кемеровского муниципального округа;1
1575;Регистрация и учет граждан, имеющих право на получение социальных выплат для приобретения жилья в связи с переселением из районов Крайнего Севера и приравненных к ним местностей;Муниципальный;Управление жилищно-коммунального и дорожного хозяйства администрации Тайгинского городского округа;1
1576;Регистрация и учет граждан, имеющих право на получение социальных выплат для приобретения жилья в связи с переселением из районов Крайнего Севера и приравненных к ним местностей;Муниципальный;Отдел по жилищным вопросам администрации Мысковского городского округа;1
1577;Регистрация и учет граждан, имеющих право на получение социальных выплат для приобретения жилья в связи с переселением из районов Крайнего Севера и приравненных к ним местностей;Муниципальный;Управление по жизнеобеспечению и территориальному развитию Тяжинского муниципального округа;1
1578;Регистрация и учет граждан, имеющих право на получение социальных выплат для приобретения жилья в связи с переселением из районов Крайнего Севера и приравненных к ним местностей;Муниципальный;Комитет по жилищным вопросам Междуреченского городского округа;1
1579;Регистрация и учет граждан, имеющих право на получение социальных выплат для приобретения жилья в связи с переселением из районов Крайнего Севера и приравненных к ним местностей;Муниципальный;Отдел строительства и жилищной политики администрации Тисульского муниципального округа;2
1580;Запись для профилактических медицинских осмотров, диспансеризации в медицинской организации;Региональный;Министерство здравоохранения Кузбасса;3
1581;Прием заявок (запись) на вызов врача на дом в медицинской организации, участвующей в реализации территориальной программы государственных гарантий бесплатного оказания гражданам медицинской помощи;Региональный;Министерство здравоохранения Кузбасса;2
1582;Регистрация и учет граждан, имеющих право на получение социальных выплат для приобретения жилья в связи с переселением из районов Крайнего Севера и приравненных к ним местностей;Муниципальный;Отдел по ЖКХ, транспорту, связи и строительству администрации Яйского муниципального округа;1
1583;Регистрация и учет граждан, имеющих право на получение социальных выплат для приобретения жилья в связи с переселением из районов Крайнего Севера и приравненных к ним местностей;Муниципальный;Жилищный сектор отдела капитального строительства управления по строительству администрации Новокузнецкого муниципального округа;1
1584;Регистрация и учет граждан, имеющих право на получение социальных выплат для приобретения жилья в связи с переселением из районов Крайнего Севера и приравненных к ним местностей;Муниципальный;Отдел по управлению жилищной сферой администрации Гурьевского муниципального округа;1
1585;Предоставление жилого помещения специализированного жилищного фонда;Муниципальный;Комитет по жилищным вопросам Междуреченского городского округа;1
1586;Регистрация и учет граждан, имеющих право на получение социальных выплат для приобретения жилья в связи с переселением из районов Крайнего Севера и приравненных к ним местностей;Муниципальный;Отдел по учету и распределению жилья администрации Таштагольского муниципального района;1
1587;Регистрация и учет граждан, имеющих право на получение социальных выплат для приобретения жилья в связи с переселением из районов Крайнего Севера и приравненных к ним местностей;Муниципальный;Управление городского развития Киселевского городского округа;3
1588;Регистрация и учет граждан, имеющих право на получение социальных выплат для приобретения жилья в связи с переселением из районов Крайнего Севера и приравненных к ним местностей;Муниципальный;Отдел по учету и распределению жилья администрации Осинниковского городского округа;1
1589;Регистрация и учет граждан, имеющих право на получение социальных выплат для приобретения жилья в связи с переселением из районов Крайнего Севера и приравненных к ним местностей;Муниципальный;Управление муниципальным имуществом Калтанского городского округа;1
1590;Регистрация и учет граждан, имеющих право на получение социальных выплат для приобретения жилья в связи с переселением из районов Крайнего Севера и приравненных к ним местностей;Муниципальный;Территориальное управление по обеспечению жизнедеятельности Чебулинского муниципального округа;1
1591;Предоставление сведений о прикреплении к медицинской организации, участвующей в реализации территориальной программы государственных гарантий бесплатного оказания гражданам медицинской помощи;Региональный;Министерство здравоохранения Кузбасса;5
1592;Регистрация и учет граждан, имеющих право на получение социальных выплат для приобретения жилья в связи с переселением из районов Крайнего Севера и приравненных к ним местностей;Муниципальный;Администрация Тайгинского городского округа;3
1593;Регистрация и учет граждан, имеющих право на получение социальных выплат для приобретения жилья в связи с переселением из районов Крайнего Севера и приравненных к ним местностей;Муниципальный;Управление жизнеобеспечения и градостроительства администрации Яшкинского муниципального округа;5
1594;Регистрация и учет граждан, имеющих право на получение социальных выплат для приобретения жилья в связи с переселением из районов Крайнего Севера и приравненных к ним местностей;Муниципальный;Управление жилищной политики администрации Анжеро-Судженского городского округа;3
1595;Регистрация и учет граждан, имеющих право на получение социальных выплат для приобретения жилья в связи с переселением из районов Крайнего Севера и приравненных к ним местностей;Муниципальный;Жилищный отдел администрации Прокопьевского муниципального округа;3
1596;Участие в комиссиях по рассмотрению претензий владельцев машин и оборудования по поводу ненадлежащего качества проданной или отремонтированной техники;Региональный;Управление государственной инспекции по надзору за техническим состоянием самоходных машин и других видов техники Кузбасса;3
1597;Направление граждан на госпитализацию для оказания специализированной или высокотехнологичной медицинской помощи;Региональный;Министерство здравоохранения Кузбасса;3
1598;Предоставление земельных участков отдельным категориям граждан или юридическим лицам в собственность бесплатно;Муниципальный;Комитет по управлению муниципальным имуществом Мысковского городского округа;3
1599;Выдача разрешений на перевозку крупногабаритных и тяжеловесных грузов;Региональный;Министерство жилищно-коммунального и дорожного комплекса Кузбасса;2
1600;Предоставление земельных участков отдельным категориям граждан или юридическим лицам в собственность бесплатно;Муниципальный;Комитет по управлению муниципальным имуществом Гурьевского муниципального округа;2
1601;Прием экзаменов на право управления самоходными машинами и выдача удостоверений тракториста-машиниста (тракториста);Региональный;Управление государственной инспекции по надзору за техническим состоянием самоходных машин и других видов техники Кузбасса;2
1602;Предоставление (резервирование) участков земли для семейных (родовых) захоронений;Муниципальный;Комитет по управлению муниципальным имуществом Гурьевского муниципального округа;3
1603;Предоставление (резервирование) участков земли для семейных (родовых) захоронений;Муниципальный;Комитет по управлению муниципальным имуществом Тисульского муниципального округа;3
1604;Предоставление (резервирование) участков земли для семейных (родовых) захоронений;Муниципальный;Комитет по управлению муниципальным имуществом администрации Анжеро-Судженского городского округа;3
1605;Предоставление (резервирование) участков земли для семейных (родовых) захоронений;Муниципальный;Отдел координации работ по обеспечению жизнедеятельности города администрации Осинниковского городского округа;3
1606;Предоставление (резервирование) участков земли для семейных (родовых) захоронений;Муниципальный;УЖКХ г. Юрги;3
1607;Предоставление (резервирование) участков земли для семейных (родовых) захоронений;Муниципальный;Управление имущественных отношений администрации Яшкинского муниципального округа;3
1608;Признание граждан малоимущими в целях предоставления по договорам социального найма жилых помещений муниципального жилищного фонда;Муниципальный;Жилищный отдел администрации Мариинского муниципального округа;3
1609;Предоставление (резервирование) участков земли для семейных (родовых) захоронений;Муниципальный;КУМИ Яйского округа;3
1610;Предоставление (резервирование) участков земли для семейных (родовых) захоронений;Муниципальный;Комитет по управлению муниципальным имуществом Полысаевского городского округа;3
1611;Предоставление (резервирование) участков земли для семейных (родовых) захоронений;Муниципальный;Управление по жизнеобеспечению и строительству администрации Промышленновского муниципального округа;1
1612;Проведение государственной экспертизы проектов освоения лесов, расположенных на землях лесного фонда;Региональный;Департамент лесного комплекса Кузбасса;4
1613;Установление публичного сервитута;Муниципальный;Комитет по управлению муниципальным имуществом Тяжинского муниципального округа;4
1614;Выдача разрешений на право организации розничного рынка;Муниципальный;Администрация Калтанского городского округа;4
1615;Утверждение схемы расположения земельного участка или земельных участков на кадастровом плане территории;Муниципальный;КУМИ АНМО;4
1616;Проведение аукционов на участки недр местного значения на территории Кузбасса;Региональный;Министерство природных ресурсов и экологии Кузбасса;4
1617;Внесение исправлений и изменений в записи актов гражданского состояния;Региональный;Управление записи актов гражданского состояния Кузбасса;4
1618;Восстановление и аннулирование записи акта гражданского состояния;Региональный;Управление записи актов гражданского состояния Кузбасса;4
1619;Проведение технического осмотра самоходных машин и других видов техники;Региональный;Управление государственной инспекции по надзору за техническим состоянием самоходных машин и других видов техники Кузбасса;1
1620;Прием на обучение по образовательным программам дошкольного образования;Муниципальный;Управление образования Березовского городского округа;1
1621;Запись на прием к врачу;Региональный;Министерство здравоохранения Кузбасса;1
1622;Государственная регистрация установления отцовства;Региональный;Управление записи актов гражданского состояния Кузбасса;3
1623;Прием заявлений, постановка на учет и предоставление информации об организации оказания медицинской помощи, предусмотренной законодательством субъекта Российской Федерации для определенной категории граждан;Региональный;Министерство здравоохранения Кузбасса;1
1624;Выдача направлений гражданам на прохождение медико-социальной экспертизы;Региональный;Министерство здравоохранения Кузбасса;1
1625;Выдача племенного свидетельства;Региональный;Министерство сельского хозяйства и перерабатывающей промышленности Кузбасса;1
1626;Государственная регистрация перемены имени;Региональный;Управление записи актов гражданского состояния Кузбасса;3
1627;Государственная регистрация смерти;Региональный;Управление записи актов гражданского состояния Кузбасса;1
1628;"Выдача повторных свидетельств о государственной регистрации актов гражданского состояния; документов, подтверждающих факт государственной регистрации акта гражданского состояния";Региональный;Управление записи актов гражданского состояния Кузбасса;1
1629;Государственная регистрация рождения;Региональный;Управление записи актов гражданского состояния Кузбасса;1
1630;Выдача акта освидетельствования проведения основных работ по строительству (реконструкции) объекта индивидуального жилищного строительства, осуществляемого с привлечением средств материнского (семейного) капитала;Муниципальный;Управление архитектуры и градостроительства администрации Кемеровского муниципального округа;1
1631;Выдача разрешений на право организации розничного рынка;Муниципальный;Сектор по развитию предпринимательства и инвестиционной деятельности администрации Прокопьевского муниципального округа;1
1632;Предоставление жилого помещения специализированного жилищного фонда;Муниципальный;Управление жилищно-коммунального и дорожного хозяйства администрации Тайгинского городского округа;1
1633;Предоставление жилого помещения специализированного жилищного фонда;Муниципальный;Жилищный сектор отдела капитального строительства управления по строительству администрации Новокузнецкого муниципального округа;3
1634;Предоставление доступа к изданиям, переведенным в электронный вид, хранящимся в муниципальных библиотеках, в том числе к фонду редких книг, с учетом соблюдения требований законодательства Российской Федерации об авторских и смежных правах;Муниципальный;Управление культуры администрации Мариинского муниципального округа;3
1635;Предоставление жилого помещения специализированного жилищного фонда;Муниципальный;Отдел по учету и распределению жилья администрации Осинниковского городского округа;1
1636;Согласование проектной документации на проведение работ по сохранению объекта культурного наследия (памятника истории и культуры) народов Российской Федерации местного (муниципального) значения, включенного в единый государственный реестр объектов культурного наследия (памятников истории и культуры) народов Российской Федерации;Муниципальный;Управление культуры администрации Мариинского муниципального округа;3
